{0.3, 0.5}
{0.305, 0.49}
{0.31, 0.47000000000000003}
{0.31, 0.48000000000000004}
{0.315, 0.45}
{0.315, 0.46}
{0.315, 0.47000000000000003}
{0.32, 0.44}
{0.32, 0.45}
{0.32, 0.46}
{0.325, 0.42000000000000004}
{0.325, 0.43}
{0.325, 0.44}
{0.325, 0.45}
{0.33, 0.4}
{0.33, 0.41000000000000003}
{0.33, 0.42000000000000004}
{0.33, 0.43}
{0.33, 0.44}
{0.335, 0.39}
{0.335, 0.4}
{0.335, 0.41000000000000003}
{0.335, 0.42000000000000004}
{0.335, 0.43}
{0.34, 0.37}
{0.34, 0.38}
{0.34, 0.39}
{0.34, 0.4}
{0.34, 0.41000000000000003}
{0.34, 0.42000000000000004}
{0.34500000000000003, 0.35000000000000003}
{0.34500000000000003, 0.36000000000000004}
{0.34500000000000003, 0.37}
{0.34500000000000003, 0.38}
{0.34500000000000003, 0.39}
{0.34500000000000003, 0.4}
{0.34500000000000003, 0.41000000000000003}
{0.35000000000000003, 0.34}
{0.35000000000000003, 0.35000000000000003}
{0.35000000000000003, 0.36000000000000004}
{0.35000000000000003, 0.37}
{0.35000000000000003, 0.38}
{0.35000000000000003, 0.39}
{0.35000000000000003, 0.4}
{0.355, 0.32}
{0.355, 0.33}
{0.355, 0.34}
{0.355, 0.35000000000000003}
{0.355, 0.36000000000000004}
{0.355, 0.37}
{0.355, 0.38}
{0.355, 0.39}
{0.36, 0.3}
{0.36, 0.31}
{0.36, 0.32}
{0.36, 0.33}
{0.36, 0.34}
{0.36, 0.35000000000000003}
{0.36, 0.36000000000000004}
{0.36, 0.37}
{0.36, 0.38}
{0.365, 0.29000000000000004}
{0.365, 0.3}
{0.365, 0.31}
{0.365, 0.32}
{0.365, 0.33}
{0.365, 0.34}
{0.365, 0.35000000000000003}
{0.365, 0.36000000000000004}
{0.365, 0.37}
{0.37, 0.27}
{0.37, 0.28}
{0.37, 0.29000000000000004}
{0.37, 0.3}
{0.37, 0.31}
{0.37, 0.32}
{0.37, 0.33}
{0.37, 0.34}
{0.37, 0.35000000000000003}
{0.37, 0.36000000000000004}
{0.375, 0.25}
{0.375, 0.26}
{0.375, 0.27}
{0.375, 0.28}
{0.375, 0.29000000000000004}
{0.375, 0.3}
{0.375, 0.31}
{0.375, 0.32}
{0.375, 0.33}
{0.375, 0.34}
{0.375, 0.35000000000000003}
{0.38, 0.24000000000000002}
{0.38, 0.25}
{0.38, 0.26}
{0.38, 0.27}
{0.38, 0.28}
{0.38, 0.29000000000000004}
{0.38, 0.3}
{0.38, 0.31}
{0.38, 0.32}
{0.38, 0.33}
{0.38, 0.34}
{0.385, 0.22}
{0.385, 0.23}
{0.385, 0.24000000000000002}
{0.385, 0.25}
{0.385, 0.26}
{0.385, 0.27}
{0.385, 0.28}
{0.385, 0.29000000000000004}
{0.385, 0.3}
{0.385, 0.31}
{0.385, 0.32}
{0.385, 0.33}
{0.39, 0.2}
{0.39, 0.21000000000000002}
{0.39, 0.22}
{0.39, 0.23}
{0.39, 0.24000000000000002}
{0.39, 0.25}
{0.39, 0.26}
{0.39, 0.27}
{0.39, 0.28}
{0.39, 0.29000000000000004}
{0.39, 0.3}
{0.39, 0.31}
{0.39, 0.32}
{0.395, 0.19}
{0.395, 0.2}
{0.395, 0.21000000000000002}
{0.395, 0.22}
{0.395, 0.23}
{0.395, 0.24000000000000002}
{0.395, 0.25}
{0.395, 0.26}
{0.395, 0.27}
{0.395, 0.28}
{0.395, 0.29000000000000004}
{0.395, 0.3}
{0.395, 0.31}
{0.4, 0.17}
{0.4, 0.18000000000000002}
{0.4, 0.19}
{0.4, 0.2}
{0.4, 0.21000000000000002}
{0.4, 0.22}
{0.4, 0.23}
{0.4, 0.24000000000000002}
{0.4, 0.25}
{0.4, 0.26}
{0.4, 0.27}
{0.4, 0.28}
{0.4, 0.29000000000000004}
{0.4, 0.3}
{0.405, 0.15000000000000002}
{0.405, 0.16}
{0.405, 0.17}
{0.405, 0.18000000000000002}
{0.405, 0.19}
{0.405, 0.2}
{0.405, 0.21000000000000002}
