{0.36, 0.12}
{0.365, 0.06}
{0.365, 0.07}
{0.365, 0.08}
{0.365, 0.09}
{0.365, 0.1}
{0.37, 0.}
{0.37, 0.01}
{0.37, 0.02}
{0.37, 0.03}
{0.37, 0.04}
{0.37, 0.05}
{0.37, 0.06}
{0.37, 0.07}
{0.37, 0.08}
{0.375, 0.}
{0.375, 0.01}
{0.375, 0.02}
{0.375, 0.03}
{0.375, 0.04}
{0.375, 0.05}
{0.375, 0.06}
{0.375, 0.07}
{0.38, 0.}
{0.38, 0.01}
{0.38, 0.02}
{0.38, 0.03}
{0.38, 0.04}
{0.38, 0.05}
{0.385, 0.}
{0.385, 0.01}
{0.385, 0.02}
{0.385, 0.03}
{0.385, 0.04}
{0.39, 0.}
{0.39, 0.01}
{0.39, 0.02}
{0.395, 0.}
